word,n_char,n_vowels
napływ,6,2
napływać,8,3
napływać,8,3
napływowy,9,4
napocić,7,3
napocząć,8,3
napoczynać,10,4
napodróżować,12,5
napodziwiać,11,4
napoić,6,3
napojowy,8,4
napokładowy,11,5
napokostować,12,5
napokutować,11,5
napoleon,8,4
napoleondor,11,5
napoleoniana,12,6
napoleonika,11,6
napoleonista,12,6
napoleonistka,13,6
napoleonka,10,5
napoleończyk,12,5
napoleoński,11,5
napoleońskość,13,5
napolitykować,13,6
napolować,9,4
napomadować,11,5
napominać,9,4
napominający,12,6
napomknąć,9,3
napomknienie,12,5
napomknięcie,12,5
napomnieć,9,3
napomnienie,11,5
napompować,10,4
napompowany,11,5
napompowywać,12,5
napomstować,11,4
napomykać,9,4
naponczować,11,4
naponiewierać,13,6
napoprawiać,11,4
napornik,8,3
naporowy,8,4
naposyłać,9,4
napościć,8,3
napotkać,8,3
napotniały,10,4
napotnieć,9,3
napotny,7,3
napotykać,9,4
napotykać,9,4
napowietrzacz,13,4
napowietrzać,12,4
napowietrznik,13,4
napowietrzny,12,4
napowietrzyć,12,4
napowtarzać,11,4
napożyczać,10,4
napój,5,2
napór,5,2
nappa,5,2
napracować,10,4
naprać,6,2
naprany,7,3
naprasować,10,4
napraszać,9,3
naprawa,7,3
naprawczy,9,3
naprawdę,8,3
naprawiacz,10,3
naprawiać,9,3
naprawialny,11,4
naprawić,8,3
naprawka,8,3
naprędce,8,3
naprężacz,9,3
naprężać,8,3
naprężenie,10,4
naprężeniowy,12,5
naprężnik,9,3
naprężony,9,4
naprężyć,8,3
naprodukować,12,5
napromieniać,12,5
napromienianie,14,7
napromienić,11,4
napromienienie,14,7
napromieniować,14,6
napromieniowanie,16,8
napromieniowywać,16,7
napromiennik,12,4
napromienny,11,4
naprosić,8,3
naprostować,11,4
naprostowywać,13,5
naprotechnologia,16,6
naprowadzać,11,4
naprowadzić,11,4
naprószyć,9,3
napruć,6,2
napruty,7,3
napryskać,9,3
naprząść,8,2
naprzeciągać,12,4
naprzeciw,9,3
naprzeciwko,11,4
naprzeciwległy,14,5
naprzeć,7,2
naprzeglądać,12,4
naprzeklinać,12,4
naprzemianległy,15,5
naprzemianręczny,16,5
naprzemianskośny,16,5
naprzemianstronny,17,5
naprzemianzmienny,17,6
naprzemienność,14,4
naprzemienny,12,4
naprzerzucać,12,4
naprześladować,14,5
naprzewijać,11,4
naprzeżywać,11,4
naprzód,7,2
naprzyczepiać,13,4
naprzyglądać,12,4
naprzyjmować,12,4
naprzykrzać,11,3
naprzykrzony,12,4
naprzykrzyć,11,3
naprzynosić,11,4
naprzyrządzać,13,4
naprzyrzekać,12,4
naprzysięgać,12,4
naprzytaczać,12,4
naprzytulać,11,4
naprzywozić,11,4
napsikać,8,3
napsioczyć,10,3
napsipsiać,10,3
napsocić,8,3
napstrykać,10,3
napstrykiwać,12,4
napstrzyć,9,2
napsuć,6,2
napuchły,8,3
napuchnąć,9,3
napuchnięcie,12,5
napuchnięty,11,4
napudrować,10,4
napudrowywać,12,5
napukać,7,3
napuszać,8,3
napuszczać,10,3
napuszczać,10,3
napuszoność,11,4
napuszony,9,4
napuszyć,8,3
napuścić,8,3
napychać,8,3
napylać,7,3
napylarka,9,4
napylić,7,3
napyskować,10,4
napytać,7,3
napytywać,9,4
nar,3,1
nara,4,2
narabować,9,4
narachować,10,4
narada,6,3
naradka,7,3
naradzać,8,3
naradzić,8,3
naraić,6,3
narajać,7,3
naramiennik,11,4
naramienny,10,4
narastać,8,3
narastający,11,5
naraz,5,2
narazić,7,3
narażać,7,3
narąbać,7,3
narąbany,8,4
narąbywać,9,4
narboński,9,3
narciarka,9,3
narciarki,9,3
narciarnia,10,4
narciarski,10,3
narciarskość,12,3
narciarstwo,11,3
narciarz,8,2
narcylen,8,3
narcysta,8,3
narcystka,9,3
narcystowski,12,4
narcystowskość,14,4
narcystyczny,12,4
narcyz,6,2
narcyz,6,2
narcyzka,8,3
narcyzm,7,2
narcyzowatość,13,5
narcyzowaty,11,5
narcyzowy,9,4
nard,4,1
nardowy,7,3
narecznica,10,4
naregulować,11,5
nareparować,11,5
nareperować,11,5
nareperowywać,13,6
nareszcie,9,3
narewecki,9,4
narewski,8,3
narewskość,10,3
naręcz,6,2
naręczak,8,3
naręcze,7,3
naręczny,8,3
nargile,7,3
narka,5,2
narkoanaliza,12,6
narkobandyta,12,5
narkobiznes,11,4
narkodiler,10,4
narkodolar,10,4
narkogang,9,3
narkogogle,10,4
narkokartel,11,4
narkolepsja,11,4
narkoleptyczka,14,5
narkoleptyk,11,4
narkomafia,10,4
narkoman,8,3
narkomania,10,4
narkomanka,10,4
narkomański,11,4
narkomańskość,13,4
narkomaństwo,12,4
narkomat,8,3
narkotest,9,3
narkotester,11,4
narkoturysta,12,5
narkoturystyka,14,6
narkotyczny,11,4
narkotyk,8,3
narkotykowy,11,5
narkotyna,9,4
narkotyzacja,12,5
narkotyzer,10,4
narkotyzm,9,3
narkotyzować,12,5
narkotyzująco,13,6
narkoza,7,3
narkozan,8,3
narnijski,9,3
narobić,7,3
narobiony,9,4
naroczański,11,4
narodkowaty,11,5
narodnicki,10,4
narodnickość,12,4
narodnictwo,11,4
narodnik,8,3
narodotwórczy,13,5
narodowiec,10,4
narodowodemokratyczny,21,9
narodowokatolicki,17,8
narodowosocjalistyczny,22,9
narodowościowy,14,6
narodowość,10,4
narodowotwórczy,15,6
narodowowyzwoleńczy,19,8
narodowy,8,4
narodzić,8,3
narodzinowy,11,5
narodziny,9,4
narogi,6,3
naroić,6,3
narolanin,9,4
narolanka,9,4
narolski,8,3
narolskość,10,3
narosły,7,3
narosnąć,8,3
narost,6,2
narostkowiec,12,4
narość,6,2
narośl,6,2
naroślowy,9,4
narośnięty,10,4
narowić,7,3
narowistość,11,4
narowisty,9,4
narowiściej,11,4
narowny,7,3
narozbijać,10,4
narozdzierać,12,4
narozlewać,10,4
narozmawiać,11,4
naroznosić,10,4
narozprawiać,12,4
narozrabiać,11,4
narozsypywać,12,5
naroztrząsać,12,4
naroże,6,3
narożnica,9,4
narożnik,8,3
narożnikowy,11,5
narożny,7,3
naród,5,2
naróść,6,2
naróść,6,2
narów,5,2
naróżować,9,4
narracja,8,3
narracyjność,12,4
narracyjny,10,4
narratolog,10,4
narratologia,12,5
narrator,8,3
narratorka,10,4
narratorski,11,4
narratorskość,13,4
narratywny,10,4
narta,5,2
narteks,7,2
nartka,6,2
nartnik,7,2
nartniki,8,3
nartnikowate,12,5
nartnikowaty,12,5
nartorolka,10,4
nartorolki,10,4
nartosanki,10,4
nartostrada,11,4
nartowrotki,11,4
narty,5,2
naruszać,8,3
naruszalność,12,4
naruszalny,10,4
naruszewski,11,4
naruszewskość,13,4
naruszyciel,11,4
naruszycielka,13,5
naruszyć,8,3
narwać,6,2
narwal,6,2
narwale,7,3
narwalowate,11,5
narwalowaty,11,5
narwaniec,9,3
narwany,7,3
narwianin,9,3
narwianka,9,3
narwiański,10,3
narwiańskość,12,3
narwicki,8,3
nary,4,2
narybek,7,3
narybkowy,9,4
narychtowywać,13,5
naryczeć,8,3
naryć,5,2
narypać,7,3
narys,5,2
narysować,9,4
narywać,7,3
narzaz,6,2
narząd,6,2
narządowy,9,4
narządy,7,3
narządzać,9,3
narządzić,9,3
narzecze,8,3
narzeczeni,10,4
narzeczeński,12,4
narzeczeńskość,14,4
narzeczeństwo,13,4
narzeczeństwo,13,4
narzeczona,10,4
narzeczony,10,4
narzeczowy,10,4
narzekactwo,11,4
narzekacz,9,3
narzekać,8,3
narzekająco,11,5
narzekania,10,4
narzekanie,10,4
narzędnik,9,3
narzędnikowy,12,5
narzędziarnia,13,5
narzędziarstwo,14,4
narzędziarz,11,3
narzędzie,9,3
narzędziowiec,13,5
narzędziownia,13,5
narzędziowy,11,4
narzępik,8,3
narzępikowate,13,6
narzępikowaty,13,6
narzęst,7,2
narznąć,7,2
narzucać,8,3
narzucać,8,3
narzucarka,10,4
narzucić,8,3
narzut,6,2
narzuta,7,3
narzutka,8,3
narzutniak,10,3
narzutnica,10,4
narzutny,8,3
narzutowiec,11,4
narzutowy,9,4
narzygać,8,3
narzygane,9,4
narzynacz,9,3
narzynaczka,11,4
narzynać,8,3
narzynak,8,3
narzynka,8,3
narżnąć,7,2
nasada,6,3
nasadka,7,3
nasadkowy,9,4
nasadnik,8,3
nasadooczne,11,5
nasadowy,8,4
nasadzać,8,3
nasadzać,8,3
nasadzenie,10,4
nasadzeniowy,12,5
nasadzić,8,3
nasalać,7,3
nasamprzód,10,3
nasapać,7,3
nasarkać,8,3
nasączać,8,3
nasączyć,8,3
naschodzić,10,3
naschylać,9,3
nasciturus,10,4
nasenny,7,3
nasercowy,9,4
nasermater,10,4
naserowski,10,4
naseryzm,8,3
nasępiać,8,3
nasępić,7,3
nashi,5,2
nasi,4,2
nasi,4,2
nasiać,6,2
nasiad,6,2
nasiadać,8,3
nasiadać,8,3
nasiadka,8,3
nasiadowy,9,4
nasiadówa,9,4
nasiadówka,10,4
nasiarczać,10,3
nasiarczyć,10,3
nasiąkać,8,3
nasiąkliwość,12,4
nasiąkliwy,10,4
nasiąkły,8,3
nasiąknąć,9,3
nasiąknięty,11,5
nasiąść,7,2
nasiec,6,2
nasiedzieć,10,4
nasiekać,8,3
nasielski,9,3
nasielskość,11,3
nasielszczanin,14,4
nasielszczanka,14,4
nasieniak,9,4
nasienie,8,4
nasienie,8,4
nasieniodajny,13,6
nasieniotok,11,5
nasieniotwórczy,15,6
nasieniowód,11,5
nasiennia,9,4
nasiennictwo,12,4
nasienniczy,11,4
nasiennik,9,3
nasienny,8,3
nasierdzie,10,4
nasiewać,8,3
nasiewanie,10,5
nasiębierny,11,5
nasiękowy,9,4
nasięźrzał,10,3
nasięźrzałowate,15,6
nasięźrzałowaty,15,6
nasięźrzałowce,14,5
nasięźrzałowe,13,5
nasięźrzałowy,13,5
nasikać,7,3
nasikane,8,4
nasikiwać,9,4
nasilać,7,3
nasilenie,9,4
nasilić,7,3
nasilony,8,4
nasionko,8,3
nasionnica,10,4
nasionnice,10,4
nasionnicowate,14,6
nasionnicowaty,14,6
nasiono,7,3
nasionoznawstwo,15,5
nasiurać,8,3
nasiusiać,9,4
nasiusiane,10,5
naskakać,8,3
naskakiwać,10,4
naskalny,8,3
naskałka,8,3
naskamlać,9,3
naskamleć,9,3
naskamłać,9,3
naskarżyć,9,3
naskładać,9,3
naskoczyć,9,3
naskok,6,2
naskomleć,9,3
naskomlić,9,3
naskorupienie,13,6
naskórek,8,3
naskórkowaty,12,5
naskórkowiec,12,4
naskórkowość,12,4
naskórkowy,10,4
naskórnie,9,3
naskórny,8,3
naskręcać,9,3
naskrobać,9,3
naskrobywać,11,4
naskrzydłowy,12,4
naskubać,8,3
nasłać,6,2
nasłać,6,2
nasładzać,9,3
nasłoneczniać,13,4
nasłonecznić,12,4
nasłonecznienie,15,6
nasłuch,7,2
nasłuchać,9,3
nasłuchany,10,4
nasłuchiwać,11,4
nasłuchowy,10,4
nasłupny,8,3
nasłużyć,8,3
nasmarować,10,4
nasmarowywać,12,5
nasmażyć,8,3
nasmołować,10,4
nasmrodzić,10,3
nasmrodzone,11,4
nasnuć,6,2
nasnuwać,8,3
nasobaczyć,10,4
nasobny,7,3
nasolenie,9,4
nasolić,7,3
naspa,5,2
naspacerować,12,5
naspać,6,2
naspadać,8,3
naspędzać,9,3
naspierać,9,3
naspisywać,10,4
nasplatać,9,3
naspraszać,10,3
nasprowadzać,12,4
nasprzątać,10,3
nasprzeczać,11,3
nasprzedawać,12,4
nasrać,6,2
nasrane,7,3
nasrożać,8,3
nasrożyć,8,3
nasrywać,8,3
nassać,6,2
nassauczyk,10,4
nassauka,8,4
nassauski,9,4
nassauskość,11,4
nastać,6,2
nastać,6,2
nastalać,8,3
nastalić,8,3
nastarać,8,3
nastarczać,10,3
nastarczyć,10,3
nastawa,7,3
nastawać,8,3
nastawać,8,3
nastawczy,9,3
nastawiacz,10,3
nastawiać,9,3
nastawiać,9,3
nastawiak,9,3
nastawialność,13,4
nastawialny,11,4
nastawić,8,3
nastawienie,11,5
nastawka,8,3
nastawnia,9,3
nastawnica,10,4
nastawniczy,11,4
nastawniczy,11,4
nastawnik,9,3
nastawność,10,3
nastawny,8,3
nastąpić,8,3
nastecznik,10,3
nasteczniki,11,4
nastecznikowate,15,6
nastecznikowaty,15,6
nastek,6,2
nasterować,10,4
nasterowywać,12,5
następ,6,2
następca,8,3
następczość,11,3
następczy,9,3
następczyni,11,4
następka,8,3
następna,8,3
następnik,9,3
następny,8,3
następny,8,3
następować,10,4
następowalność,14,5
następowy,9,4
następstwo,10,3
następujący,11,5
nastia,6,2
nastika,7,3
nastka,6,2
nastoć,6,2
nastolatek,10,4
nastolatka,10,4
nastolatki,10,4
nastolatkowy,12,5
nastoletni,10,4
nastoletniość,13,4
nastoperczyć,12,4
nastopny,8,3
nastopyrczać,12,4
nastopyrczyć,12,4
nastorosły,10,4
nastój,6,2
nastrajacz,10,3
nastrajać,9,3
nastraszać,10,3
nastraszyć,10,3
nastręczać,10,3
nastręczyć,10,3
nastroić,8,3
nastroik,8,3
nastrojowiec,12,4
nastrojowość,12,4
nastrojowy,10,4
nastrosz,8,2
nastroszać,10,3
nastroszek,10,3
nastroszony,11,4
nastroszowate,13,5
nastroszowaty,13,5
nastroszyć,10,3
nastrój,7,2
nastrzelać,10,3
nastrzępiać,11,3
nastrzępić,10,3
nastrzyc,8,2
nastrzyg,8,2
nastrzyk,8,2
nastrzykiwać,12,4
nastrzykiwarka,14,5
nastrzyknąć,11,3
nastukać,8,3
nastukany,9,4
nasturcja,9,3
nasturcjowate,13,5
nasturcjowaty,13,5
nasturcjowy,11,4
nasty,5,2
nastyczny,9,3
nastygmatyzować,15,6
nasunąć,7,3
nasuszyć,8,3
nasutnik,8,3
nasuwacz,8,3
nasuwać,7,3
nasuwać,7,3
nasuwka,7,3
nasuwkowy,9,4
nasuwnia,8,3
nasuwny,7,3
naswawolić,10,4
nasycać,7,3
nasycalnia,10,4
nasycalnik,10,4
nasycalny,9,4
nasycarka,9,4
nasycenie,9,4
nasycić,7,3
nasycony,8,4
nasyfić,7,3
nasyfione,9,4
nasyłać,7,3
nasyp,5,2
nasypać,7,3
nasypisko,9,4
nasypka,7,3
nasypnik,8,3
nasypowy,8,4
nasypywacz,10,4
nasypywać,9,4
nasysać,7,3
nasz,4,1
naszabrować,11,4
naszachrować,12,4
naszafkowy,10,4
naszaleć,8,3
naszamotać,10,4
naszarpać,9,3
naszatkować,11,4
naszczać,8,2
naszczane,9,3
naszczebiotać,13,4
naszczek,8,2
naszczekać,10,3
naszczekiwać,12,4
naszczekiwania,14,5
naszczekiwanie,14,5
naszczepić,10,3
naszczerzać,11,3
naszczuwać,10,3
naszczypać,10,3
naszczypywać,12,4
naszczytek,10,3
naszczytnik,11,3
naszczywać,10,3
nasze,5,2
naszelnik,9,3
naszeptać,9,3
naszeptywać,11,4
naszkicować,11,4
naszklić,8,2
naszkliwny,10,3
naszkodzić,10,3
naszlif,7,2
naszlochać,10,3
naszminkować,12,4
naszpanować,11,4
naszperać,9,3
naszpicować,11,4
naszpikować,11,4
naszpikowany,12,5
naszpikowywać,13,5
naszprycować,12,4
naszprycowywać,14,5
naszrafować,11,4
naszturchać,11,3
naszukać,8,3
naszumieć,9,3
naszuwaksować,13,5
naszwarcować,12,4
naszycie,8,3
naszyć,6,2
naszydełkować,13,5
naszydłować,11,4
naszydzić,9,3
naszyjnik,9,3
naszyjnikowy,12,5
naszykować,10,4
naszykowywać,12,5
naszywać,8,3
naszywanka,10,4
naszywka,8,3
naści,5,2
naściągać,9,3
naście,6,2
naścielać,9,3
naścielić,9,3
naściełać,9,3
naściennie,10,4
naścienny,9,3
naścierać,9,3
naścinać,8,3
naściskać,9,3
naśladować,10,4
naśladowca,10,4
naśladowczy,11,4
naśladowczyni,13,5
naśladownictwo,14,5
naśladowniczy,13,5
naśladownik,11,4
naślepić,8,3
naślęczeć,9,3
naśliniać,9,3
naślinić,8,3
naślizgać,9,3
naśmiać,7,2
naśmiecić,9,3
naśmiecone,10,4
naśmiewać,9,3
naśnieżać,9,3
naśnieżny,9,3
naśnieżyć,9,3
naśpiewać,9,3
naśpiewać,9,3
naśrubek,8,3
naświetlacz,11,3
naświetlać,10,3
naświetlanie,12,5
naświetlarka,12,4
naświetle,9,3
naświetlenie,12,5
naświetleniowy,14,6
naświetlić,10,3
naświetlnia,11,4
naświnić,8,3
naświnione,10,4
naświntuszyć,12,4
naświstać,9,3
nat,3,1
natachać,8,3
nataka,6,3
natalkować,10,4
natalski,8,3
natańcować,10,4
natańczyć,9,3
natapiać,8,3
natapirować,11,5
natarcie,8,3
natarczywiej,12,4
natarczywość,12,4
natarczywszy,12,4
natarczywy,10,4
natargać,8,3
natarmosić,10,4
natarzać,8,3
nataskać,8,3
nataszczyć,10,3
natchełnik,10,3
natchnąć,8,2
natchnienie,11,4
natchniony,10,3
naTemat,7,3
natemperować,12,5
natenczas,9,3
natęsknić,9,3
natężać,7,3
natężenie,9,4
natężyć,7,3
natia,5,2
natka,5,2
natkać,6,2
natknąć,7,2
natleniacz,10,3
natleniać,9,3
natlenić,8,3
natlenienie,11,5
natłaczać,9,3
natłoczka,9,3
natłoczyć,9,3
natłok,6,2
natłuc,6,2
natłumaczyć,11,4
natłuszczać,11,3
natłuścić,9,3
natoczyć,8,3
natolińczycy,12,5
natolińczyk,11,4
natoliński,10,4
natomiast,9,3
natomiastby,11,4
natopić,7,3
natorfek,8,3
natowski,8,3
natowskość,10,3
natracić,8,3
natrafiać,9,3
natrafić,8,3
natrajkotać,11,4
natrajlować,11,4
natrapić,8,3
natręciuch,10,3
natręctwa,9,3
natręctwo,9,3
natręt,6,2
natrętka,8,3
natrętniej,10,3
natrętniejszy,13,4
natrętność,10,3
natrętny,8,3
natrium,7,2
natriureza,10,4
natrojarosyt,12,5
natrolit,8,3
natron,6,2
natronowy,9,4
natroszczyć,11,3
natrudzić,9,3
natrysk,7,2
natryskiwacz,12,4
natryskiwać,11,4
natryskiwanie,13,5
natryskownia,12,4
natryskowy,10,4
natrysnąć,9,3
natryt,6,2
natrząsać,9,3
natrząsać,9,3
natrząść,8,2
natrzeć,7,2
natrzepać,9,3
natrzepywać,11,4
natto,5,2
natufski,8,3
natufskość,10,3
natułać,7,3
natura,6,3
naturalia,9,4
naturalista,11,5
naturalistka,12,5
naturalistyczność,17,6
naturalistyczny,15,6
naturalizacja,13,6
naturalizacyjny,15,7
naturalizm,10,4
naturalizować,13,6
naturalizowany,14,7
naturalnie,10,4
naturalniej,11,4
naturalniejszy,14,5
naturalność,11,4
naturalny,9,4
naturopata,10,5
naturopatia,11,5
naturoterapeuta,15,8
naturoterapeutka,16,8
naturoterapia,13,6
naturszczyk,11,3
naturszczykowski,16,5
naturszczykowskość,18,5
naturysta,9,4
naturystka,10,4
naturystyczny,13,5
naturyzm,8,3
naturzysta,10,4
natwarzać,9,3
natworzyć,9,3
natychmiast,11,3
natychmiastowość,16,5
natychmiastowy,14,5
natykać,7,3
natylnik,8,3
natynkowy,9,4
natyrać,7,3
natywista,9,4
natywistka,10,4
natywistyczny,13,5
natywizm,8,3
natywnie,8,3
natywny,7,3
naubijać,8,4
naubliżać,9,4
nauczać,7,3
nauczanie,9,4
nauczaniowy,11,5
nauczka,7,3
nauczyciel,10,4
nauczycielka,12,5
nauczycielowy,13,6
nauczycielski,13,5
nauczycielskość,15,5
nauczycielstwo,14,5
nauczyć,7,3
nauganiać,9,4
naujadać,8,4
nauka,5,3
naukawo,7,4
naukawy,7,4
naukładać,9,4
naukobus,8,4
naukochłonność,14,5
naukochłonny,12,5
naukometria,11,5
naukowiec,9,4
naukowoinformacyjny,19,9
naukowość,9,4
naukowy,7,4
naukoznawca,11,5
naukoznawczy,12,5
naukoznawczyni,14,6
naukoznawstwo,13,5
naumachia,9,4
naumiany,8,4
naumieć,7,3
naumiewać,9,4
naumyślny,9,4
nauplius,8,3
naupychać,9,4
naurański,9,4
naurańskość,11,4
naurągać,8,4
nauru,5,3
nauruański,10,5
naurywać,8,4
naurządzać,10,4
naurzynać,9,4
nausitous,9,5
naustawiać,10,4
nausuwać,8,4
nausznie,8,3
nausznik,8,3
nauszniki,9,4
nauszny,7,3
nautilus,8,4
nautofon,8,4
nautolog,8,4
nautologia,10,5
nautologiczny,13,6
nautyczny,9,4
nautyka,7,4
nautykać,8,4
nautykwariat,12,5
nautyskiwać,11,5
nauwijać,8,4
naużalać,8,4
naużerać,8,4
naużywać,8,4
navara,6,3
navarin,7,3
navicert,8,3
navigator,9,4
nawa,4,2
nawadniać,9,3
nawaga,6,3
nawahijski,10,4
nawakszucki,11,4
nawakszutczyk,13,4
nawakszutka,11,4
nawalacz,8,3
nawalać,7,3
nawalanka,9,4
nawalanko,9,4
nawalcować,10,4
nawalcowywać,12,5
nawalczyć,9,3
nawalić,7,3
nawalnie,8,3
nawalniej,9,3
nawalny,7,3
nawalony,8,4
nawał,5,2
nawała,6,3
nawałęsać,9,4
nawałnica,9,4
nawałnicowy,11,5
nawałnik,8,3
nawałowy,8,4
nawaniacz,9,3
nawaniać,8,3
nawannowy,9,4
nawapniacz,10,3
nawapniać,9,3
nawar,5,2
nawarski,8,3
nawarskość,10,3
nawarstwiać,11,3
nawarstwić,10,3
nawarstwienie,13,5
nawarzyć,8,3
naważka,7,3
naważyć,7,3
nawąchać,8,3
nawąchany,9,4
nawbijać,8,3
nawchodzić,10,3
nawciągać,9,3
nawciskać,9,3
nawdychać,9,3
nawdzierać,10,3
nawet,5,2
nawetka,7,3
nawęd,5,2
nawędrować,10,4
nawęglać,8,3
nawęglanie,10,4
nawęglić,8,3
nawęza,6,3
nawiać,6,2
nawias,6,2
nawiasik,8,3
nawiasować,10,4
nawiasowość,11,4
nawiasowy,9,4
nawiązać,8,3
nawiązanie,10,5
nawiązka,8,3
nawiązywać,10,4
nawicert,8,3
nawić,5,2
nawidzić,8,3
nawiedzać,9,3
nawiedzeniec,12,5
nawiedzić,9,3
nawiedziny,10,4
nawiedzona,10,4
nawiedzony,10,4
nawiedzony,10,4
nawiercać,9,3
nawiercić,9,3
nawiert,7,2
nawiertak,9,3
nawiertka,9,3
nawiertnica,11,4
nawierzchnia,12,4
nawierzchniowy,14,5
nawiesić,8,3
nawieszać,9,3
nawieszenie,11,5
nawieszony,10,4
nawieść,7,2
nawietrzak,10,3
nawietrzna,10,3
nawietrznik,11,3
nawietrzność,12,3
nawietrzny,10,3
nawiew,6,2
nawiewać,8,3
nawiewnica,10,4
nawiewnik,9,3
nawiewny,8,3
nawiewowy,9,4
nawieźć,7,2
nawigacja,9,4
nawigacyjny,11,5
nawigator,9,4
nawigator,9,4
nawigatorka,11,5
nawigować,9,4
nawigraf,8,3
nawijacz,8,3
nawijaczka,10,4
nawijać,7,3
nawijadło,9,4
nawijak,7,3
nawijalnia,10,4
nawijarka,9,4
nawijka,7,3
nawikula,8,4
nawilgacać,10,4
nawilgać,8,3
nawilgatniacz,13,4
nawilgły,8,3
nawilgnąć,9,3
nawilgnięty,11,4
nawilgocenie,12,5
nawilgocić,10,4
nawilgotnić,11,4
nawilżacz,9,3
nawilżać,8,3
nawilżający,11,5
nawilżarka,10,4
nawilżyć,8,3
nawinąć,7,3
nawis,5,2
nawisać,7,3
nawisłość,9,3
nawisły,7,3
nawisnąć,8,3
nawisowy,8,4
nawistny,8,3
nawiśnięty,10,4
nawitaminować,13,6
nawkładać,9,3
nawlatywać,10,4
nawlec,6,2
nawleczka,9,3
nawlekać,8,3
nawlekarka,10,4
nawlewać,8,3
nawłazić,8,3
nawłociowy,10,4
nawłoć,6,2
nawłoka,7,3
nawłóczka,9,3
nawłóczyć,9,3
nawłóczyć,9,3
nawnosić,8,3
nawodniać,9,3
nawodnić,8,3
nawodnieniowy,13,6
nawodnik,8,3
nawodnikowate,13,6
nawodny,7,3
nawodować,9,4
nawodzić,8,3
nawojować,9,4
nawojowianin,12,5
nawojowianka,12,5
nawojowski,10,4
nawojowskość,12,4
nawojowy,8,4
nawołująco,10,5
nawoływać,9,4
nawoływania,11,5
nawoływanie,11,5
nawoskować,10,4
nawowy,6,3
nawozić,7,3
nawozić,7,3
nawozowy,8,4
nawój,5,2
nawóz,5,2
nawpadać,8,3
nawpieprzać,11,3
nawpierdalać,12,4
nawpisywać,10,4
nawpuszczać,11,3
nawpychać,9,3
nawracacz,9,3
nawracaczka,11,4
nawracać,8,3
nawracalny,10,4
nawrot,6,2
nawrotka,8,3
nawrotnica,10,4
nawrotnik,9,3
nawrotny,8,3
nawrotowy,9,4
nawrócenie,10,4
nawrócić,8,3
nawrócony,9,4
nawrót,6,2
nawróżyć,8,3
nawrzały,8,3
nawrzeszczeć,12,3
nawrzucać,9,3
nawsadzać,9,3
nawspominać,11,4
nawstrząsać,11,3
nawsuwać,8,3
nawściekać,10,3
nawtrajać,9,3
nawtranżalać,12,4
nawtykać,8,3
nawybierać,10,4
nawybrzydzać,12,4
nawychwalać,11,4
nawycinać,9,4
nawyciskać,10,4
nawyczka,8,3
nawyczyniać,11,4
nawydziwiać,11,4
nawygadywać,11,5
nawygrażać,10,4
nawygrzebywać,13,5
nawyk,5,2
nawykać,7,3
nawykłość,9,3
nawykłócać,10,4
nawykły,7,3
nawyknąć,8,3
nawykowy,8,4
nawykręcać,10,4
nawylegiwać,11,5
nawyłudzać,10,4
nawymądrzać,11,4
nawymierać,10,4
nawymyślać,10,4
nawypisywać,11,5
nawyprawiać,11,4
nawyrabiać,10,4
nawyrywać,9,4
nawyrządzać,11,4
nawyrzekać,10,4
nawyrzynać,10,4
nawysłuchiwać,13,5
nawysługiwać,12,5
nawyszukiwać,12,5
nawyświadczać,13,4
nawytapiać,10,4
nawytłukiwać,12,5
nawytrząsać,11,4
nawytwarzać,11,4
nawytykać,9,4
nawywijać,9,4
nawywozić,9,4
nawyzywać,9,4
nawzajem,8,3
nawzdychać,10,3
nazabiegać,10,4
nazabijać,9,4
nazachwycać,11,4
nazaciągać,10,4
nazad,5,2
nazadawać,9,4
nazajutrz,9,3
nazalizacja,11,5
nazalizować,11,5
nazamawiać,10,4
nazaplatać,10,4
nazapraszać,11,4
nazarejczycy,12,5
nazarejczyk,11,4
nazarejka,9,4
nazarejski,10,4
nazarenizm,10,4
nazareńczycy,12,5
nazareńczyk,11,4
nazareński,10,4
nazareńskość,12,4
nazaretanie,11,5
nazaretanka,11,5
nazaretanki,11,5
nazaretańczycy,14,6
nazaretańczyk,13,5
nazaretański,12,5
nazaretańskość,14,5
nazatwierdzać,13,4
nazbierać,9,3
nazbijać,8,3
nazbyt,6,2
nazdobywać,10,4
nazdychać,9,3
nazewnictwo,11,4
nazewniczy,10,4
nazębny,7,3
nazgarniać,10,3
nazginać,8,3
nazgromadzać,12,4
nazi,4,2
naziemnopączkowe,16,6
naziemnopączkowy,16,6
naziemny,8,3
naziewać,8,3
naziębić,8,3
naziębły,8,3
naziębnąć,9,3
naziębnięty,11,5
nazimek,7,3
naziol,6,2
naziom,6,2
nazira,6,3
nazira,6,3
naziskin,8,3
nazista,7,3
nazistka,8,3
nazistowski,11,4
nazistowskość,13,4
nazizm,6,2
nazjeżdżać,10,3
nazlatywać,10,4
nazłazić,8,3
nazłocić,8,3
nazłorzeczyć,12,4
nazłoszczony,12,4
nazłościć,9,3
nazmyślać,9,3
naznaczać,9,3
naznaczyć,9,3
naznosić,8,3
nazrański,9,3
nazrażać,8,3
nazrywać,8,3
nazrzędzić,10,3
nazrzucać,9,3
nazszywać,9,3
nazwa,5,2
nazwać,6,2
nazwalać,8,3
nazwanie,8,3
nazwisko,8,3
nazwotwórczy,12,4
nazwowy,7,3
nazwozić,8,3
